order_date,order_count,subtotal,tax_amount,shipping_cost,discount_amount,total_revenue
2024-07-26,1,385108.49,19255.42,3370.57,19255.42,388479.06
2024-07-26,1,374713.54,44965.62,267.55,0.00,419946.71
2024-07-27,1,1300.00,234.00,43.16,0.00,1577.16
2024-07-27,1,2046.81,245.62,9.50,0.00,2301.93
2024-07-27,1,4663.80,233.19,7.55,233.19,4671.35
2024-07-27,1,6657.22,798.87,37.10,332.86,7160.33
2024-07-28,1,2264.29,271.71,0.08,113.21,2422.87
2024-07-28,1,8921.96,1070.64,48.40,0.00,10041.00
2024-07-28,1,455296.77,81953.42,705.32,0.00,537955.51
2024-07-29,1,12265.10,613.25,1.16,0.00,12879.51
2024-07-29,1,2217.52,266.10,44.23,0.00,2527.85
2024-07-29,1,17071.05,3072.79,96.58,0.00,20240.42
2024-07-30,1,2254.20,112.71,38.49,0.00,2405.40
2024-07-30,1,672285.37,33614.27,1542.98,0.00,707442.62
2024-07-30,1,3609.96,649.79,13.90,0.00,4273.65
2024-07-31,1,270560.20,48700.84,2294.22,8116.81,313438.45
2024-07-31,1,6799.98,1224.00,28.75,340.00,7712.73
2024-07-31,1,10421.42,1250.57,25.61,0.00,11697.60
2024-07-31,1,3792.60,455.11,28.71,189.63,4086.79
2024-08-01,1,23275.13,2793.02,47.74,1163.76,24952.13
2024-08-01,1,3802.86,684.51,40.59,0.00,4527.96
2024-08-02,1,2996.61,539.39,13.69,89.90,3459.79
2024-08-02,1,6883.28,1238.99,50.08,344.16,7828.19
2024-08-02,1,4253.24,510.39,12.71,212.66,4563.68
2024-08-03,1,182621.35,9131.07,741.72,0.00,192494.14
2024-08-03,1,713.13,128.36,39.40,21.39,859.50
2024-08-03,1,2727.87,136.39,28.16,0.00,2892.42
2024-08-04,1,3464.09,415.69,28.30,0.00,3908.08
2024-08-04,1,8164.34,1469.58,30.23,0.00,9664.15
2024-08-04,1,8227.58,987.31,33.79,246.83,9001.85
2024-08-05,1,2192.00,263.04,6.83,65.76,2396.11
2024-08-05,1,1553862.79,77693.14,1128.55,0.00,1632684.48
2024-08-05,1,2106.59,252.79,23.13,0.00,2382.51
2024-08-05,1,3957.46,712.34,26.94,197.87,4498.87
2024-08-06,1,8132.96,975.96,4.51,243.99,8869.44
2024-08-06,1,8850.69,1062.08,62.57,442.53,9532.81
2024-08-06,1,7565.14,378.26,18.69,378.26,7583.83
2024-08-09,1,10432.99,1877.94,31.02,521.65,11820.30
2024-08-09,1,2960.61,148.03,5.46,148.03,2966.07
2024-08-09,1,9195.94,1655.27,18.79,0.00,10870.00
2024-08-09,1,747.72,134.59,45.40,22.43,905.28
2024-08-09,1,572.31,68.68,29.89,0.00,670.88
2024-08-09,1,808860.83,40443.04,2079.17,0.00,851383.04
2024-08-09,1,32676.55,3921.19,144.12,980.30,35761.56
2024-08-09,1,5390.30,646.84,15.75,161.71,5891.18
2024-08-11,1,498.85,24.94,131.67,24.94,630.52
2024-08-13,1,186.63,22.40,7.34,0.00,216.37
2024-08-13,1,7824.25,1408.37,53.86,0.00,9286.48
2024-08-13,1,6097.12,304.86,39.37,0.00,6441.35
2024-08-15,1,20152.17,3627.39,121.26,604.57,23296.25
2024-08-15,1,2532.36,303.88,12.30,75.97,2772.57
2024-08-15,1,2853.77,142.69,2.40,0.00,2998.86
2024-08-15,1,5446.88,272.34,69.94,272.34,5516.82
2024-08-16,1,17876.84,893.84,87.47,0.00,18858.15
2024-08-17,1,9205.98,1104.72,0.01,0.00,10310.71
2024-08-17,1,255.08,30.61,6.41,0.00,292.10
2024-08-17,1,7081.16,1274.61,44.27,212.43,8187.61
2024-08-18,1,8990.49,449.52,0.94,269.71,9171.24
2024-08-19,1,13701.40,1644.17,711.01,685.07,15371.51
2024-08-20,1,799.78,39.99,29.32,0.00,869.09
2024-08-21,1,8420.81,421.04,38.02,252.62,8627.25
2024-08-21,1,250330.57,30039.67,173.47,12516.53,268027.18
2024-08-21,1,2052.20,246.26,23.17,102.61,2219.02
2024-08-24,1,479466.39,23973.32,723.06,23973.32,480189.45
2024-08-25,1,3699.23,443.91,36.93,184.96,3995.11
2024-08-25,1,6790.75,1222.34,21.79,0.00,8034.88
2024-08-25,1,6706.22,804.75,9.05,0.00,7520.02
2024-08-26,1,7574.84,1363.47,30.17,378.74,8589.74
2024-08-27,1,2881.60,144.08,21.48,0.00,3047.16
2024-08-28,1,15551.60,1866.19,43.95,466.55,16995.19
2024-08-28,1,7141.28,1285.43,43.21,0.00,8469.92
2024-08-28,1,617.03,74.04,22.26,30.85,682.48
2024-08-29,1,8322.24,998.67,33.58,249.67,9104.82
2024-08-29,1,6995.93,839.51,4.21,349.80,7489.85
2024-08-29,1,5343.01,267.15,157.76,267.15,5500.77
2024-08-29,1,223187.48,40173.75,227.05,0.00,263588.28
2024-08-30,1,475921.31,23796.07,3535.97,0.00,503253.35
2024-09-01,1,7644.12,1375.94,24.38,229.32,8815.12
2024-09-02,1,1085.45,54.27,30.34,54.27,1115.79
2024-09-02,1,1470.56,73.53,63.61,0.00,1607.70
2024-09-04,1,8371.54,1506.88,17.07,0.00,9895.49
2024-09-04,1,113568.88,20442.40,3888.39,5678.44,132221.23
2024-09-05,1,5171.28,620.55,117.49,155.14,5754.18
2024-09-05,1,28512.80,1425.64,162.69,0.00,30101.13
2024-09-06,1,1336.97,160.44,33.47,0.00,1530.88
2024-09-06,1,3467.88,173.39,7.16,0.00,3648.43
2024-09-07,1,1028.44,185.12,17.40,0.00,1230.96
2024-09-07,1,2471.40,296.57,20.45,123.57,2664.85
2024-09-07,1,1750.24,315.04,36.29,87.51,2014.06
2024-09-08,1,985.20,177.34,15.22,29.56,1148.20
2024-09-08,1,5701.64,1026.30,3.27,0.00,6731.21
2024-09-09,1,36386.96,6549.65,22.35,1819.35,41139.61
2024-09-09,1,222043.83,39967.89,3393.95,6661.31,258744.36
2024-09-09,1,2237.94,111.90,22.96,111.90,2260.90
2024-09-11,1,11503.25,1380.39,9.37,575.16,12317.85
2024-09-12,1,6076.52,729.18,28.20,303.83,6530.07
2024-09-12,1,1161.56,139.39,35.51,0.00,1336.46
2024-09-13,1,251706.20,12585.31,1218.80,0.00,265510.31
2024-09-13,1,1325.68,238.62,11.20,39.77,1535.73
2024-09-13,1,517093.35,25854.67,3105.88,25854.67,520199.23
2024-09-14,1,3967.57,476.11,11.55,198.38,4256.85
2024-09-14,1,3428.86,411.46,23.99,171.44,3692.87
2024-09-14,1,2506.03,125.30,11.43,0.00,2642.76
2024-09-15,1,25590.22,4606.24,108.44,767.71,29537.19
2024-09-16,1,893.12,160.76,35.53,26.79,1062.62
2024-09-16,1,6820.92,1227.77,19.85,0.00,8068.54
2024-09-17,1,7844.87,392.24,30.27,392.24,7875.14
2024-09-18,1,4992.51,898.65,41.71,249.63,5683.24
2024-09-19,1,1239.78,148.77,35.44,37.19,1386.80
2024-09-20,1,6511.17,781.34,0.78,325.56,6967.73
2024-09-20,1,3580.93,644.57,17.93,107.43,4136.00
2024-09-21,1,4180.50,501.66,27.98,0.00,4710.14
2024-09-21,1,3998.00,719.64,4.55,199.90,4522.29
2024-09-22,1,527.59,26.38,35.68,26.38,563.27
2024-09-23,1,12805.27,2304.95,23.38,384.16,14749.44
2024-09-24,1,6436.77,321.84,27.67,193.10,6593.18
2024-09-24,1,4236.60,762.59,37.42,127.10,4909.51
2024-09-25,1,968.40,174.31,20.45,0.00,1163.16
2024-09-26,1,4807.93,865.43,19.18,0.00,5692.54
2024-09-26,1,281.95,50.75,56.32,8.46,380.56
2024-09-26,1,6036.33,724.36,41.61,0.00,6802.30
2024-09-26,1,132786.10,15934.33,1914.42,0.00,150634.85
2024-09-26,1,2728.94,491.21,61.41,136.45,3145.11
2024-09-27,1,4863.27,243.16,55.92,145.90,5016.45
2024-09-27,1,14755.87,1770.70,154.30,737.79,15943.08
2024-09-28,1,2442.81,293.14,30.99,0.00,2766.94
2024-09-28,1,2257.83,112.89,44.14,0.00,2414.86
2024-09-28,1,64610.55,7753.27,121.33,0.00,72485.15
2024-10-01,1,6968.38,836.21,27.41,0.00,7832.00
2024-10-02,1,6591.25,1186.42,18.36,0.00,7796.03
2024-10-02,1,7871.56,944.59,21.96,236.15,8601.96
2024-10-03,1,125978.45,15117.41,1479.06,0.00,142574.92
2024-10-03,1,30279.16,3633.50,136.17,0.00,34048.83
2024-10-03,1,27597.67,4967.58,15.29,827.93,31752.61
2024-10-03,1,6834.02,341.70,30.94,205.02,7001.64
2024-10-03,1,60.02,10.80,0.37,0.00,71.19
2024-10-06,1,3273.64,589.26,33.85,163.68,3733.07
2024-10-06,1,4346.30,521.56,52.71,0.00,4920.57
2024-10-06,1,6836.49,1230.57,65.91,0.00,8132.97
2024-10-07,1,4595.56,229.78,19.73,0.00,4845.07
2024-10-08,1,4145.49,497.46,42.11,124.36,4560.70
2024-10-08,1,950.06,114.01,14.66,0.00,1078.73
2024-10-10,1,8623.13,431.16,6.90,0.00,9061.19
2024-10-10,1,4917.62,590.11,52.01,147.53,5412.21
2024-10-11,1,171660.34,30898.86,3291.15,0.00,205850.35
2024-10-12,1,535.06,96.31,11.12,0.00,642.49
2024-10-12,1,6964.85,348.24,39.33,0.00,7352.42
2024-10-12,1,6008.43,1081.52,15.48,0.00,7105.43
2024-10-13,1,5203.54,936.64,4.64,156.11,5988.71
2024-10-14,1,54341.17,6520.94,2399.21,1630.24,61631.08
2024-10-14,1,1050.45,126.05,17.90,31.51,1162.89
2024-10-14,1,1810.25,325.84,9.77,0.00,2145.86
2024-10-14,1,318158.36,15907.92,3484.42,9544.75,328005.95
2024-10-15,1,5149.76,257.49,69.79,154.49,5322.55
2024-10-15,1,12528.52,626.43,25.23,0.00,13180.18
2024-10-16,1,7812.19,1406.19,58.74,234.37,9042.75
2024-10-17,1,730.16,87.62,61.80,36.51,843.07
2024-10-17,1,3073.23,368.79,99.64,0.00,3541.66
2024-10-17,1,3500.84,175.04,28.25,0.00,3704.13
2024-10-18,1,6684.17,1203.15,16.74,0.00,7904.06
2024-10-18,1,11128.36,556.42,38.26,0.00,11723.04
2024-10-19,1,452899.10,22644.96,2074.48,0.00,477618.54
2024-10-19,1,409456.19,49134.74,362.02,12283.69,446669.26
2024-10-19,1,5767.92,1038.23,0.56,173.04,6633.67
2024-10-20,1,115450.19,13854.02,2720.42,0.00,132024.63
2024-10-20,1,1314997.75,157799.73,2607.30,0.00,1475404.78
2024-10-20,1,343183.07,17159.15,1058.53,17159.15,344241.60
2024-10-21,1,9790.62,1174.87,12.71,0.00,10978.20
2024-10-21,1,1506.15,271.11,9.41,75.31,1711.36
2024-10-22,1,361.46,43.38,36.29,10.84,430.29
2024-10-22,1,5368.87,268.44,31.53,268.44,5400.40
2024-10-22,1,701743.25,35087.16,358.40,35087.16,702101.65
2024-10-22,1,1728.80,311.18,36.85,86.44,1990.39
2024-10-23,1,91710.37,4585.52,181.47,0.00,96477.36
2024-10-23,1,41201.49,7416.27,80.02,0.00,48697.78
2024-10-23,1,5058.48,607.02,55.52,0.00,5721.02
2024-10-24,1,3826.76,688.82,31.91,114.80,4432.69
2024-10-25,1,8942.61,1609.67,26.44,268.28,10310.44
2024-10-26,1,6733.73,336.69,25.62,202.01,6894.03
2024-10-26,1,6716.56,805.99,38.89,201.50,7359.94
2024-10-26,1,8407.17,1513.29,30.54,0.00,9951.00
2024-10-26,1,5368.89,966.40,32.24,161.07,6206.46
2024-10-26,1,2083.10,104.16,39.58,0.00,2226.84
2024-10-27,1,722533.05,86703.97,3530.85,21675.99,791091.88
2024-10-27,1,19505.90,3511.06,11.57,585.18,22443.35
2024-10-28,1,11402.36,2052.42,35.49,570.12,12920.15
2024-10-29,1,3424.04,616.33,21.20,0.00,4061.57
2024-10-29,1,29465.27,1473.26,80.86,883.96,30135.43
2024-10-29,1,3178.29,381.39,3.12,0.00,3562.80
2024-10-30,1,4249.10,764.84,21.58,0.00,5035.52
2024-10-30,1,2311.61,277.39,45.55,115.58,2518.97
2024-10-30,1,5765.91,288.30,27.03,0.00,6081.24
2024-10-31,1,9481.20,474.06,9.92,284.44,9680.74
2024-11-01,1,32590.49,5866.29,86.08,977.71,37565.15
2024-11-02,1,346531.34,41583.76,2651.86,10395.94,380371.02
2024-11-02,1,1130.87,56.54,37.59,0.00,1225.00
2024-11-03,1,7803.91,936.47,34.63,0.00,8775.01
2024-11-03,1,738097.41,36904.87,656.42,0.00,775658.70
2024-11-03,1,22001.61,1100.08,92.13,1100.08,22093.74
2024-11-03,1,7414.56,889.75,29.71,0.00,8334.02
2024-11-04,1,47020.74,5642.49,143.04,2351.04,50455.23
2024-11-04,1,289442.02,52099.56,1155.68,0.00,342697.26
2024-11-05,1,165.10,29.72,20.20,0.00,215.02
2024-11-05,1,370291.49,66652.47,2036.18,0.00,438980.14
2024-11-06,1,9724.09,1750.34,37.31,486.20,11025.54
2024-11-07,1,4487.63,224.38,37.20,134.63,4614.58
2024-11-07,1,2624.53,472.42,4.26,131.23,2969.98
2024-11-08,1,360632.85,64913.91,3540.90,0.00,429087.66
2024-11-08,1,163.53,29.44,32.98,0.00,225.95
2024-11-09,1,4729.98,851.40,15.59,0.00,5596.97
2024-11-09,1,2538.97,126.95,11.38,0.00,2677.30
2024-11-09,1,10448.30,1880.69,12.86,0.00,12341.85
2024-11-09,1,611298.32,110033.70,355.71,18338.95,703348.78
2024-11-10,1,5814.61,697.75,2.75,290.73,6224.38
2024-11-10,1,7802.91,936.35,35.49,234.09,8540.66
2024-11-10,1,304423.15,15221.16,4083.56,15221.16,308506.71
2024-11-10,1,37030.48,1851.52,23.67,0.00,38905.67
2024-11-11,1,13697.69,1643.72,50.99,684.88,14707.52
2024-11-11,1,2520.80,126.04,2.13,0.00,2648.97
2024-11-11,1,1123.16,56.16,18.03,0.00,1197.35
2024-11-12,1,36655.29,4398.63,20.49,1832.76,39241.65
2024-11-12,1,742.40,133.63,17.06,37.12,855.97
2024-11-12,1,12684.95,1522.19,156.61,634.25,13729.50
2024-11-13,1,13477.44,2425.94,164.08,0.00,16067.46
2024-11-13,1,15244.41,1829.33,71.08,762.22,16382.60
2024-11-13,1,4918.65,590.24,23.14,0.00,5532.03
2024-11-14,1,9135.65,1644.42,20.53,0.00,10800.60
2024-11-14,1,2514.43,301.73,13.93,0.00,2830.09
2024-11-15,1,13265.11,663.26,37.97,0.00,13966.34
2024-11-15,1,8040.97,402.05,35.03,241.23,8236.82
2024-11-16,1,2574.32,463.38,38.78,77.23,2999.25
2024-11-16,1,18747.31,3374.52,55.57,0.00,22177.40
2024-11-18,1,3538.16,636.87,40.66,0.00,4215.69
2024-11-18,1,3364.91,403.79,20.95,0.00,3789.65
2024-11-20,1,6885.93,1239.47,24.08,0.00,8149.48
2024-11-21,1,17657.98,3178.44,121.40,882.90,20074.92
2024-11-22,1,1863.60,335.45,35.58,0.00,2234.63
2024-11-22,1,1802.96,90.15,39.06,0.00,1932.17
2024-11-24,1,1863.28,223.59,29.79,0.00,2116.66
2024-11-24,1,123.99,22.32,23.89,0.00,170.20
2024-11-25,1,736504.04,36825.20,1746.87,0.00,775076.11
2024-11-25,1,6839.36,820.72,140.18,205.18,7595.08
2024-11-26,1,1465.62,73.28,2.32,43.97,1497.25
2024-11-26,1,7582.58,909.91,28.95,227.48,8293.96
2024-11-27,1,6060.09,1090.82,36.62,0.00,7187.53
2024-11-27,1,5468.59,984.35,19.11,273.43,6198.62
2024-11-28,1,4915.21,245.76,9.26,0.00,5170.23
2024-11-28,1,1193.22,143.19,24.99,0.00,1361.40
2024-11-28,1,3276.94,589.85,9.57,163.85,3712.51
2024-11-29,1,4815.67,240.78,24.73,240.78,4840.40
2024-11-29,1,14973.04,1796.76,20.72,0.00,16790.52
2024-11-29,1,5215.04,625.80,0.03,156.45,5684.42
2024-11-29,1,439700.67,79146.12,2980.11,0.00,521826.90
2024-11-30,1,22727.79,1136.39,155.45,1136.39,22883.24
2024-11-30,1,2844.09,341.29,21.60,0.00,3206.98
2024-11-30,1,3568.00,428.16,12.34,107.04,3901.46
2024-12-02,1,1368.67,68.43,11.51,41.06,1407.55
2024-12-02,1,6342.00,1141.56,29.13,317.10,7195.59
2024-12-02,1,4309.97,517.20,26.04,0.00,4853.21
2024-12-03,1,81824.90,4091.24,3759.21,4091.24,85584.11
2024-12-03,1,1374.56,247.42,24.75,41.24,1605.49
2024-12-03,1,4824.49,241.22,27.87,241.22,4852.36
2024-12-05,1,494295.38,59315.45,2271.86,0.00,555882.69
2024-12-05,1,5338.68,640.64,59.48,266.93,5771.87
2024-12-06,1,10448.11,1880.66,28.01,0.00,12356.78
2024-12-06,1,2164.96,389.69,7.79,0.00,2562.44
2024-12-07,1,8161.18,979.34,14.66,408.06,8747.12
2024-12-08,1,454888.21,22744.41,1691.16,0.00,479323.78
2024-12-08,1,97715.84,11725.90,4135.26,4885.79,108691.21
2024-12-08,1,410372.28,20518.61,3800.16,0.00,434691.05
2024-12-09,1,4058.41,202.92,63.22,0.00,4324.55
2024-12-10,1,10700.99,535.05,71.74,535.05,10772.73
2024-12-10,1,8673.71,1561.27,67.01,260.21,10041.78
2024-12-11,1,418109.42,75259.70,236.06,0.00,493605.18
2024-12-11,1,8448.62,422.43,45.52,422.43,8494.14
2024-12-11,1,16444.86,1973.38,145.60,0.00,18563.84
2024-12-12,1,4293.58,214.68,10.80,214.68,4304.38
2024-12-13,1,361.28,18.06,33.02,10.84,401.52
2024-12-13,1,6812.82,340.64,1.88,340.64,6814.70
2024-12-14,1,3415.49,614.79,35.89,0.00,4066.17
2024-12-15,1,3173.13,571.16,0.77,0.00,3745.06
2024-12-16,1,730.78,36.54,6.95,36.54,737.73
2024-12-16,1,3899.49,701.91,5.46,0.00,4606.86
2024-12-19,1,5478.34,986.10,24.77,0.00,6489.21
2024-12-19,1,5225.59,940.61,14.93,0.00,6181.13
2024-12-20,1,11845.24,1421.43,24.65,592.26,12699.06
2024-12-21,1,2090.50,376.29,43.66,104.53,2405.92
2024-12-23,1,10590.35,529.52,87.11,529.52,10677.46
2024-12-24,1,3507.16,175.36,42.46,0.00,3724.98
2024-12-24,1,2698.10,134.91,28.51,0.00,2861.52
2024-12-24,1,6693.13,334.66,15.32,334.66,6708.45
2024-12-25,1,1815.21,217.83,45.96,0.00,2079.00
2024-12-25,1,1361.10,68.05,44.72,0.00,1473.87
2024-12-26,1,427387.75,51286.53,3027.56,21369.39,460332.45
2024-12-26,1,892.04,107.04,3.69,26.76,976.01
2024-12-27,1,5553.03,277.65,0.62,277.65,5553.65
2024-12-28,1,8024.65,401.23,14.95,0.00,8440.83
2024-12-28,1,2078.46,103.92,3.94,62.35,2123.97
2024-12-29,1,6646.59,332.33,7.88,0.00,6986.80
2024-12-29,1,19180.93,959.05,109.05,575.43,19673.60
2024-12-29,1,101.66,18.30,3.31,5.08,118.19
2025-01-01,1,5125.84,256.29,6.74,153.78,5235.09
2025-01-01,1,14270.16,713.51,27.09,428.10,14582.66
2025-01-02,1,3892.92,467.15,9.91,194.65,4175.33
2025-01-02,1,24362.42,1218.12,43.16,0.00,25623.70
2025-01-02,1,3555.23,177.76,5.37,177.76,3560.60
2025-01-03,1,9011.67,1622.10,24.09,0.00,10657.86
2025-01-04,1,528.12,63.37,33.81,26.41,598.89
2025-01-04,1,4817.26,578.07,116.83,0.00,5512.16
2025-01-05,1,157979.75,7898.99,2023.10,7898.99,160002.85
2025-01-05,1,610679.12,30533.96,3145.34,18320.37,626038.05
2025-01-06,1,5841.95,701.03,28.98,292.10,6279.86
2025-01-06,1,20066.04,1003.30,51.26,0.00,21120.60
2025-01-06,1,10216.59,1838.99,1.19,0.00,12056.77
2025-01-06,1,6074.43,303.72,9.86,0.00,6388.01
2025-01-06,1,6790.40,339.52,41.83,0.00,7171.75
2025-01-07,1,192092.19,34576.59,3397.13,0.00,230065.91
2025-01-07,1,7570.73,1362.73,152.43,0.00,9085.89
2025-01-08,1,4389.90,219.50,24.11,131.70,4501.81
2025-01-08,1,8543.66,1025.24,0.64,0.00,9569.54
2025-01-09,1,522274.49,26113.72,976.42,26113.72,523250.91
2025-01-09,1,2346.11,281.53,38.41,117.31,2548.74
2025-01-09,1,3701.00,666.18,30.74,185.05,4212.87
2025-01-09,1,75420.55,9050.47,1631.06,3771.03,82331.05
2025-01-10,1,20767.00,1038.35,92.47,0.00,21897.82
2025-01-10,1,13486.40,2427.55,41.45,404.59,15550.81
2025-01-10,1,145019.34,7250.97,879.85,0.00,153150.16
2025-01-11,1,246.12,12.31,17.40,7.38,268.45
2025-01-12,1,2103.91,252.47,5.03,63.12,2298.29
2025-01-12,1,3953.83,197.69,1.12,0.00,4152.64
2025-01-12,1,8078.02,969.36,17.69,0.00,9065.07
2025-01-13,1,12857.03,642.85,160.42,0.00,13660.30
2025-01-13,1,653124.51,117562.41,4016.24,32656.23,742046.93
2025-01-14,1,1233.05,221.95,24.97,0.00,1479.97
2025-01-14,1,261821.58,13091.08,930.89,7854.65,267988.90
2025-01-15,1,4332.19,779.79,10.74,129.97,4992.75
2025-01-15,1,5195.80,623.50,25.38,0.00,5844.68
2025-01-15,1,908341.38,45417.07,987.79,0.00,954746.24
2025-01-16,1,154.95,18.59,45.80,0.00,219.34
2025-01-16,1,2627.74,131.39,24.38,0.00,2783.51
2025-01-17,1,419728.49,20986.42,3613.51,12591.85,431736.57
2025-01-17,1,250.43,45.08,8.52,0.00,304.03
2025-01-19,1,6380.17,319.01,32.24,0.00,6731.42
2025-01-19,1,962.58,48.13,40.95,0.00,1051.66
2025-01-20,1,2169.91,390.58,42.83,0.00,2603.32
2025-01-20,1,13287.96,664.40,49.86,398.64,13603.58
2025-01-20,1,3791.33,189.57,6.81,189.57,3798.14
2025-01-20,1,1549.50,278.91,24.75,46.48,1806.68
2025-01-21,1,4554.25,227.71,5.18,227.71,4559.43
2025-01-21,1,5450.28,272.51,24.25,0.00,5747.04
2025-01-22,1,2029.12,101.46,36.75,0.00,2167.33
2025-01-23,1,1682.85,201.94,45.37,0.00,1930.16
2025-01-23,1,4495.61,539.47,3.01,0.00,5038.09
2025-01-24,1,6173.37,740.80,15.79,0.00,6929.96
2025-01-24,1,672.42,121.04,18.34,0.00,811.80
2025-01-24,1,104.68,12.56,30.62,3.14,144.72
2025-01-24,1,630.40,113.47,22.25,0.00,766.12
2025-01-24,1,2961.64,355.40,20.68,0.00,3337.72
2025-01-26,1,46.53,8.38,37.11,0.00,92.02
2025-01-26,1,11851.80,1422.22,169.23,355.55,13087.70
2025-01-27,1,202.06,36.37,45.88,6.06,278.25
2025-01-27,1,1534.59,184.15,30.71,46.04,1703.41
2025-01-28,1,7488.13,898.58,9.67,0.00,8396.38
2025-01-28,1,14512.09,725.60,18.28,0.00,15255.97
2025-01-29,1,4255.14,212.76,49.05,212.76,4304.19
2025-01-29,1,1466.67,176.00,39.69,44.00,1638.36
2025-01-29,1,902888.16,162519.87,3956.65,27086.64,1042278.04
2025-01-29,1,2389.11,430.04,1.72,0.00,2820.87
2025-01-30,1,2848.00,142.40,27.64,142.40,2875.64
2025-01-30,1,1727.36,207.28,29.23,86.37,1877.50
2025-01-30,1,6563.72,328.19,24.97,328.19,6588.69
2025-01-30,1,4317.08,215.85,8.91,0.00,4541.84
2025-02-01,1,434504.51,21725.23,1079.29,21725.23,435583.80
2025-02-01,1,349.75,62.95,31.74,0.00,444.44
2025-02-02,1,6216.75,310.84,24.29,0.00,6551.88
2025-02-04,1,120.43,6.02,0.85,0.00,127.30
2025-02-04,1,269127.15,48442.89,3234.55,0.00,320804.59
2025-02-04,1,6741.92,337.10,9.72,0.00,7088.74
2025-02-05,1,5721.15,686.54,35.43,0.00,6443.12
2025-02-05,1,1110.60,55.53,15.28,33.32,1148.09
2025-02-06,1,658723.98,32936.20,3919.31,19761.72,675817.77
2025-02-06,1,8144.68,407.23,30.61,0.00,8582.52
2025-02-07,1,5280.59,264.03,11.13,158.42,5397.33
2025-02-08,1,1935.52,232.26,32.56,58.07,2142.27
2025-02-08,1,1854.08,92.70,21.20,0.00,1967.98
2025-02-09,1,3915.06,195.75,26.07,117.45,4019.43
2025-02-09,1,580472.93,69656.75,1661.02,29023.65,622767.05
2025-02-09,1,3259.98,586.80,24.82,0.00,3871.60
2025-02-10,1,10487.76,1887.80,156.88,0.00,12532.44
2025-02-11,1,6087.46,1095.74,8.96,304.37,6887.79
2025-02-12,1,3158.47,379.02,3.80,94.75,3446.54
2025-02-12,1,1214.60,218.63,14.81,60.73,1387.31
2025-02-12,1,184053.27,9202.66,3976.32,0.00,197232.25
2025-02-13,1,21523.57,1076.18,122.40,645.71,22076.44
2025-02-13,1,1914.72,344.65,65.78,0.00,2325.15
2025-02-13,1,13836.28,1660.35,173.84,0.00,15670.47
2025-02-13,1,12148.64,1457.84,65.94,0.00,13672.42
2025-02-13,1,7950.53,397.53,16.10,397.53,7966.63
2025-02-13,1,12466.95,623.35,52.91,0.00,13143.21
2025-02-14,1,2602.51,468.45,41.02,0.00,3111.98
2025-02-17,1,4360.90,218.04,32.64,0.00,4611.58
2025-02-17,1,4262.87,511.54,27.70,213.14,4588.97
2025-02-17,1,8196.61,409.83,36.64,245.90,8397.18
2025-02-18,1,13928.25,696.41,81.98,417.85,14288.79
2025-02-18,1,1518.07,75.90,20.85,75.90,1538.92
2025-02-19,1,5645.97,677.52,1.96,282.30,6043.15
2025-02-20,1,1047.46,52.37,24.68,31.42,1093.09
2025-02-20,1,8892.08,1067.05,28.24,0.00,9987.37
2025-02-20,1,6534.19,326.71,29.67,0.00,6890.57
2025-02-20,1,6923.58,1246.24,19.49,0.00,8189.31
2025-02-20,1,3050.41,152.52,31.87,152.52,3082.28
2025-02-20,1,2413.88,434.50,7.77,0.00,2856.15
2025-02-21,1,1537.51,184.50,17.31,46.13,1693.19
2025-02-21,1,2989.77,358.77,4.91,0.00,3353.45
2025-02-21,1,25710.16,3085.22,166.71,771.30,28190.79
2025-02-22,1,610.38,73.25,22.60,18.31,687.92
2025-02-22,1,6457.33,322.87,37.31,0.00,6817.51
2025-02-22,1,5663.32,283.17,21.67,283.17,5684.99
2025-02-23,1,8044.50,402.23,2.39,0.00,8449.12
2025-02-24,1,4730.90,236.54,175.20,141.93,5000.71
2025-02-24,1,5319.96,266.00,2.75,266.00,5322.71
2025-02-25,1,4873.95,877.31,35.35,0.00,5786.61
2025-02-25,1,6154.75,307.74,25.38,184.64,6303.23
2025-02-25,1,2538.31,126.92,28.56,0.00,2693.79
2025-02-25,1,11087.80,1330.54,68.99,0.00,12487.33
2025-02-26,1,10339.85,1861.17,26.83,310.20,11917.65
2025-02-28,1,1462.00,73.10,32.32,0.00,1567.42
2025-02-28,1,342677.84,61682.01,320.29,10280.34,394399.80
2025-02-28,1,7765.34,1397.76,33.77,388.27,8808.60
2025-03-01,1,7994.41,1438.99,36.93,239.83,9230.50
2025-03-01,1,137072.38,16448.69,2193.35,4112.17,151602.25
2025-03-01,1,6307.59,1135.37,5.36,315.38,7132.94
2025-03-03,1,3258.17,162.91,42.98,0.00,3464.06
2025-03-04,1,1622.79,81.14,30.67,0.00,1734.60
2025-03-05,1,21878.36,3938.10,27.65,656.35,25187.76
2025-03-05,1,10989.66,1318.76,85.90,0.00,12394.32
2025-03-06,1,359442.23,64699.60,3721.20,17972.11,409890.92
2025-03-06,1,2733.56,492.04,2.20,0.00,3227.80
2025-03-06,1,10454.66,522.73,26.95,313.64,10690.70
2025-03-07,1,3618.91,651.40,6.31,0.00,4276.62
2025-03-07,1,42455.99,5094.72,132.36,2122.80,45560.27
2025-03-08,1,9378.04,468.90,10.56,468.90,9388.60
2025-03-08,1,101244.66,5062.23,1051.94,5062.23,102296.60
2025-03-08,1,51140.00,9205.20,3039.89,0.00,63385.09
